item_number	title	condition	description	email	type	card_count	platform	media
5865	The Misadventures of P.B. Winterbottom	Lightly Used	Puzzle & Trivia   The Odd Gentlemen	usr788@gt.edu	Video Game		Xbox	Cartridge
5866	Fantasy Adventures 	Like New	Mayfair Games   	usr788@gt.edu	Collectible Card Game	479		
5867	Marvel vs. Capcom Origins	Heavily Used	Fighting   Capcom/	usr788@gt.edu	Video Game		Xbox	Game card
5868	Age of Pirates: Captain Blood	Heavily Used	THQ   1C Company, MTV Games	usr789@gt.edu	Computer Game		Windows	
5869	Paperboy	Lightly Used	High Voltage Software   Midway Home EntertainmentNA	usr789@gt.edu	Video Game		Nintendo	Game card
5870	Jikkyou Powerful Pro Yakyuu 2014	Lightly Used	Konami   October 23, 2014	usr789@gt.edu	Video Game		PlayStation	Cartridge
5871	Afterparty	Damaged/Missing parts	Night School Studio	usr789@gt.edu	Computer Game		Windows	
5872	Monkey Island 2: LeChuck's Revenge	Like New		usr789@gt.edu	Video Game		Xbox	Game card
5873	Monopoly	Damaged/Missing parts	Board game   EA Bright Light	usr790@gt.edu	Video Game		Xbox	Game card
5874	Assassin's Creed	Like New	Ubisoft Montreal   Ubisoft	usr790@gt.edu	Computer Game		Windows	
5875	Jikkyou Powerful Pro Yakyuu 2011	Heavily Used	Konami   July 14, 2011	usr790@gt.edu	Video Game		PlayStation	Optical disc
5876	Codename: Kids Next Door Trading Card Game 	Unopened		usr790@gt.edu	Collectible Card Game	206		
5877	Jak and Daxter: The Precursor Legacy HD	Heavily Used		usr790@gt.edu	Video Game		PlayStation	Cartridge
5878	Major League Baseball 2K11	Damaged/Missing parts	Sports   Visual Concepts	usr790@gt.edu	Video Game		Xbox	Optical disc
5879	Off Road Challenge	Like New	Midway Studios - San Diego   	usr790@gt.edu	Video Game		Nintendo	Optical disc
5880	Puyo Puyon Party	Moderately Used	Compile   Compile	usr790@gt.edu	Video Game		Nintendo	Game card
5881	Actua Golf 2	Damaged/Missing parts		usr790@gt.edu	Computer Game		Windows	
5882	Monopoly	Unopened	Board game   EA Bright Light	usr790@gt.edu	Video Game		Xbox	Game card
5883	Billy the Wizard: Rocket Broomstick Racing	Damaged/Missing parts	Data Design Interactive   Metro3D Europe	usr790@gt.edu	Computer Game		Windows	
5884	ARMA: Armed Assault	Lightly Used	Bohemia Interactive   505 Games	usr791@gt.edu	Computer Game		Windows	
5885	Gridiron Fantasy Football	Like New		usr791@gt.edu	Collectible Card Game	175		
5886	Mark of the Ninja	Heavily Used	Action & Adventure   Klei Entertainment	usr791@gt.edu	Video Game		Xbox	Cartridge
5887	World of Tanks	Like New	Wargaming	usr791@gt.edu	Computer Game		Windows	
5888	Gin Rummy (2 players)	Unopened	"Derived from Rummy (see earlier on this list), Gin Rummy is a ""knocking game"" that differs from Rummy in that melds are kept in hand until the end of a deal"	usr791@gt.edu	Playing Card Game			
5889	ARMA 3	Moderately Used	Bohemia Interactive	usr791@gt.edu	Computer Game		Windows	
5890	Humaliens Collectible Card Game 	Unopened		usr792@gt.edu	Collectible Card Game	734		
5891	Warcraft III: Reign of Chaos	Moderately Used		usr792@gt.edu	Computer Game		Windows	
5892	World of Warcraft: Warlords of Draenor	Like New	Blizzard Entertainment	usr792@gt.edu	Computer Game		Windows	
5893	Astebreed	Damaged/Missing parts	Edelweiss   Playism	usr792@gt.edu	Computer Game		Windows	
5894	Age of Empires II: The African Kingdoms	Heavily Used	Ensemble Studios   Microsoft Game Studios	usr792@gt.edu	Computer Game		Windows	
5895	Adventure Pinball: Forgotten Island	Moderately Used	Digital Extremes   Electronic Arts	usr792@gt.edu	Computer Game		Windows	
5896	Ace Ventura: The CD-Rom Game	Moderately Used	7th Level   Bomico Entertainment Software	usr792@gt.edu	Computer Game		macOS	
5897	Assassin's Creed Rogue	Lightly Used	Ubisoft Montreal   Ubisoft	usr792@gt.edu	Computer Game		Windows	
5898	Jetpack Joyride Deluxe	Heavily Used	Halfbrick Studios   Unreleased	usr792@gt.edu	Video Game		PlayStation	Optical disc
5899	Conan Collectible Card Game	Lightly Used	Comic Images/Tempo Games   	usr792@gt.edu	Collectible Card Game	228		
5900	Kick-Ass: The Game	Moderately Used	Frozen Codebase   Unreleased	usr793@gt.edu	Video Game		PlayStation	Optical disc
5901	Starsiege: Tribes	Like New	Dynamix   Sierra On-Line	usr793@gt.edu	Computer Game		macOS	
5902	Ben 10	Like New	Bandai   	usr793@gt.edu	Collectible Card Game	364		
5903	Bella Sara	Unopened	Hidden City Games/Conceptcard   	usr793@gt.edu	Collectible Card Game	234		
5904	Codename: Kids Next Door Trading Card Game 	Unopened		usr793@gt.edu	Collectible Card Game	206		
5905	Wargame: AirLand Battle	Lightly Used		usr793@gt.edu	Computer Game		Windows	
5906	Activision Anthology	Heavily Used		usr793@gt.edu	Computer Game		macOS	
5907	Football Champions 	Damaged/Missing parts		usr793@gt.edu	Collectible Card Game	674		
5908	Doctor Who  Battles in Time 	Lightly Used	GE Fabbri   	usr794@gt.edu	Collectible Card Game	334		
5909	A Bird Story	Like New	Freebird Games	usr794@gt.edu	Computer Game		Windows	
5910	A-10 Cuba!	Unopened	Parsoft Interactive   Activision	usr794@gt.edu	Computer Game		Windows	
5911	GT InteractivePAL	Heavily Used	Sports/Basketball   1997-01-17NA	usr794@gt.edu	Video Game		Nintendo	Optical disc
5912	Stronghold 3	Damaged/Missing parts	Firefly Studios   7Sixty Games	usr794@gt.edu	Computer Game		macOS	
5913	Baldur's Gate II: Throne of Bhaal	Lightly Used	BioWare   Black Isle Studios, Interplay Entertainment	usr794@gt.edu	Computer Game		Linux	
5914	Spore Galactic Adventures	Heavily Used	Maxis   Electronic Arts	usr794@gt.edu	Computer Game		Windows	
5915	Age of Empires II: The Conquerors	Moderately Used	Ensemble Studios   Microsoft Game Studios, Konami	usr795@gt.edu	Computer Game		Windows	
5916	Hearts (3-7 players)	Like New	One of the all time classic trick-taking games, where the aim is to avoid taking tricks with Hearts, since these are minus points, while the Queen of Spades is a whopping 13 minus points	usr795@gt.edu	Playing Card Game			
5917	Battlefield 1942	Unopened	Digital Illusions CE   Electronic Arts	usr795@gt.edu	Computer Game		macOS	
5918	The Misadventures of P.B. Winterbottom	Heavily Used	Puzzle & Trivia   The Odd Gentlemen	usr796@gt.edu	Video Game		Xbox	Cartridge
5919	S.T.A.L.K.E.R.: Clear Sky	Damaged/Missing parts	GSC Game World   Deep Silver	usr796@gt.edu	Computer Game		Windows	
5920	City of Heroes Collectible Card Game	Like New		usr796@gt.edu	Collectible Card Game	663		
5921	Supreme Commander	Moderately Used	Gas Powered Games   THQ	usr796@gt.edu	Computer Game		Linux	
5922	Behind 	Moderately Used		usr796@gt.edu	Collectible Card Game	699		
5923	ARMA 2	Unopened	Bohemia Interactive   505 Games	usr796@gt.edu	Computer Game		Windows	
5924	Mad Tracks	Lightly Used	Racing & Flying   Load	usr796@gt.edu	Video Game		Xbox	Game card
5925	The Elder Scrolls II: Daggerfall	Heavily Used	Bethesda Softworks	usr796@gt.edu	Computer Game		macOS	
5926	Polaris SnoCross	Moderately Used	Vicarious Visions   Vatical Entertainment	usr796@gt.edu	Video Game		Nintendo	Game card
5927	Backyard Baseball	Like New	Humongous Entertainment	usr796@gt.edu	Computer Game		Linux	
5928	Madden NFL 12	Damaged/Missing parts	Sports   EA Tiburon	usr796@gt.edu	Video Game		Xbox	Game card
5929	Magic: The Gathering 2012	Moderately Used	Card & Board   Stainless Games	usr796@gt.edu	Video Game		Xbox	Optical disc
5930	SimCity Societies	Lightly Used	Tilted Mill Entertainment   Electronic Arts	usr797@gt.edu	Computer Game		Windows	
5931	Star Wars: Republic Commando	Like New	LucasArts, Magellan Interactive   THQ Wireless	usr797@gt.edu	Computer Game		macOS	
5932	Avalanche Software	Lightly Used	Midway Home EntertainmentNA   	usr797@gt.edu	Video Game		Nintendo	Optical disc
5933	The Witcher 3: Wild Hunt	Like New	CD Projekt Red   Atari, Inc	usr797@gt.edu	Computer Game		Linux	
5934	Cribbage (2 players)	Heavily Used	A classic card name based on card combinations worth points, with the aim of being first to 121 points, scored by pegging on a board	usr797@gt.edu	Playing Card Game			
5935	Advent Rising	Like New	GlyphX Games   Majesco Entertainment	usr797@gt.edu	Computer Game		Windows	
5936	RockMan Dash: Hagane no BoukenshinJP	Moderately Used	Capcom Production Studio 2   Capcom	usr797@gt.edu	Video Game		Nintendo	Optical disc
5937	Kingdom: New Lands	Moderately Used		usr797@gt.edu	Computer Game		macOS	
5938	Battleground 8: Prelude to Waterloo	Unopened	TalonSoft	usr797@gt.edu	Computer Game		Windows	
5939	Gundam War: Mobile Suit Gundam the Card Game 	Damaged/Missing parts		usr798@gt.edu	Collectible Card Game	356		
5940	Troy	Like New	Chaosium  1977	usr798@gt.edu	Board Game			
5941	Dark Age	Lightly Used	FPG Inc.   	usr798@gt.edu	Collectible Card Game	110		
5942	NBA Live 2000	Like New		usr798@gt.edu	Video Game		Nintendo	Cartridge
5943	Piquet (2 players)	Lightly Used	This classic game has a very long history going back several centuries. It is demanding since it has some old-fashioned complications, but is still popular, and regarded as one of the all-time best and most skilful card games for just two players	usr798@gt.edu	Playing Card Game			
5944	Attack on Titan 2	Lightly Used	Omega Force   Koei Tecmo	usr798@gt.edu	Computer Game		Linux	
5945	A Day in the Woods	Heavily Used		usr799@gt.edu	Computer Game		macOS	
5946	Ms. Pac-Man Maze Madness	Unopened	Mass Media Games   Namco	usr799@gt.edu	Video Game		Nintendo	Game card
5947	Sorry! (game)	Unopened	England  Cards drawn from a game-specific deck.	usr799@gt.edu	Board Game			
5948	Cranium	Damaged/Missing parts	United States  Single six-sided die rolled after completion of an activity	usr800@gt.edu	Board Game			
5949	Telefoot Soccer 2000FRA	Moderately Used	Silicon Dreams Studio   THQ	usr800@gt.edu	Video Game		Nintendo	Game card
5950	Africa Trail	Moderately Used	MECC   The Learning Company	usr800@gt.edu	Computer Game		Windows	
5951	Adam's Venture	Damaged/Missing parts		usr800@gt.edu	Computer Game		Windows	
5952	The Witcher 3: Wild Hunt	Heavily Used	CD Projekt Red   Atari, Inc	usr800@gt.edu	Computer Game		Linux	
5953	Weiss Schwarz 	Damaged/Missing parts	Bushiroad   	usr800@gt.edu	Collectible Card Game	464		
5954	Payday 2	Unopened	Overkill Software   505 Games	usr800@gt.edu	Computer Game		Linux	
5955	The Conquerors	Heavily Used	Simulations Publications, Inc.  1977	usr800@gt.edu	Board Game			
5956	Dune	Heavily Used	Last Unicorn Games/Five Rings Publishing Group/Wizards of the Coast   	usr801@gt.edu	Collectible Card Game	144		
5957	Metal Gear Solid V: The Phantom Pain	Heavily Used	Stealth, Action   Kojima Productions	usr801@gt.edu	Video Game		Xbox	Game card
5958	Event 0	Unopened		usr801@gt.edu	Computer Game		Windows	
5959	StarCraft II: Heart of the Swarm	Moderately Used		usr802@gt.edu	Computer Game		Windows	
5960	NBA Live 2000	Moderately Used	EA Canada   	usr802@gt.edu	Video Game		Nintendo	Cartridge
5961	Mark of the Ninja	Moderately Used	Action & Adventure   Klei Entertainment	usr802@gt.edu	Video Game		Xbox	Cartridge
5962	Edris A Jin	Like New	Syria and Lebanon  	usr802@gt.edu	Board Game			
5963	Codename: Kids Next Door Trading Card Game 	Lightly Used	Wizards of the Coast   	usr802@gt.edu	Collectible Card Game	206		
5964	Beasts and Bumpkins	Damaged/Missing parts	Worldweaver Ltd   Electronic Arts	usr802@gt.edu	Computer Game		Windows	
5965	Mario Party 2	Moderately Used	Hudson Soft   Nintendo	usr802@gt.edu	Video Game		Nintendo	Optical disc
5966	Meteos Wars	Damaged/Missing parts	Puzzle & Trivia   Q Entertainment	usr802@gt.edu	Video Game		Xbox	Optical disc
5967	Age of Pirates: Caribbean Tales	Like New	Akella   1C Company, Playlogic	usr802@gt.edu	Computer Game		macOS	
5968	Inuyasha Trading Card Game 	Heavily Used	Score Entertainment   	usr802@gt.edu	Collectible Card Game	246		
5969	NBA In The Zone 2000	Like New	KCEO   Konami	usr802@gt.edu	Video Game		Nintendo	Game card
5970	Age of Booty	Like New	Certain Affinity   Capcom	usr802@gt.edu	Computer Game		Windows	
5971	Batman: Arkham Asylum	Moderately Used	Rocksteady Studios   Warner Bros. Interactive Entertainment	usr803@gt.edu	Computer Game		Windows	
5972	J-Stars Victory Vs	Lightly Used	Spike Chunsoft   March 19, 2014	usr803@gt.edu	Video Game		PlayStation	Cartridge
5973	Magic: The Gathering � Duels of the Planeswalkers	Like New		usr803@gt.edu	Video Game		Xbox	Cartridge
5974	Barjees	Like New		usr803@gt.edu	Board Game			
5975	Nushi Tsuri 64: Shiokaze Ni Notte	Unopened	Victor Interactive Software   Victor Interactive Software	usr803@gt.edu	Video Game		Nintendo	Game card
5976	AssaultCube Reloaded (ACR)	Like New		usr803@gt.edu	Computer Game		Windows	
5977	Ranter-Go-Round (3-12 players)	Like New	"This is also known as ""Screw Your Neighbor"",  ""Chase The Ace"" or ""Cuckoo"", with slight variations"	usr803@gt.edu	Playing Card Game			
5978	The Elder Scrolls III: Morrowind	Heavily Used	Bethesda Game Studios   Bethesda Softworks	usr803@gt.edu	Computer Game		Windows	
5979	Merv Griffin's Crosswords	Lightly Used	Family & Educational   Pipeworks Software	usr803@gt.edu	Video Game		Xbox	Game card
5980	Battlefield 3	Like New	EA Digital Illusions CE   Sega, Electronic Arts	usr803@gt.edu	Computer Game		Windows	
5981	Eagles	Lightly Used		usr803@gt.edu	Collectible Card Game	231		
5982	Banemaster: The Adventure	Lightly Used	by Chessex   	usr803@gt.edu	Collectible Card Game	426		
5983	AssaultCube (AC)	Heavily Used	Rabid Viper Productions	usr804@gt.edu	Computer Game		macOS	
5984	Euro Truck Simulator	Heavily Used		usr804@gt.edu	Computer Game		macOS	
5985	Iron Galaxy	Unopened		usr804@gt.edu	Video Game		Xbox	Cartridge
5986	A Druid's Duel	Damaged/Missing parts	Thoughtshelter Games   Surprise Attack, note	usr804@gt.edu	Computer Game		Linux	
5987	Pillars of Eternity	Lightly Used	Obsidian Entertainment   Paradox Interactive	usr804@gt.edu	Computer Game		Windows	
5988	Football Resurrection	Lightly Used	Portal Games Ltd.   	usr804@gt.edu	Collectible Card Game	432		
5989	Fastbreak 	Like New	WildStorm Productions   	usr804@gt.edu	Collectible Card Game	751		
5990	BioShock	Lightly Used	2K Boston, 2K Australia   2K Games	usr804@gt.edu	Computer Game		Windows	
5991	Phalanx	Lightly Used	Society of Ancients  1993	usr804@gt.edu	Board Game			
5992	K-ON! Ho-kago Live!!	Damaged/Missing parts	Sega   June 21, 2012	usr804@gt.edu	Video Game		PlayStation	Cartridge
5993	Juju	Heavily Used	Flying Wild Hog   Unreleased	usr804@gt.edu	Video Game		PlayStation	Cartridge
5994	Jedi Knights Trading Card Game	Heavily Used	"Decipher Inc.	No   "	usr804@gt.edu	Collectible Card Game	268		
5995	The Peloponnesian War	Unopened	Simulations Canada  1977	usr805@gt.edu	Board Game			
5996	Abyss Odyssey	Like New	ACE Team   Atlus	usr805@gt.edu	Computer Game		macOS	
5997	Yuke-Yuke!! Trouble MakersJP	Moderately Used	Treasure   EnixJP	usr805@gt.edu	Video Game		Nintendo	Game card
5998	Event 0	Moderately Used	Ocelot Society	usr805@gt.edu	Computer Game		Windows	
5999	Battles in Time	Unopened	Quantum Quality Productions, American Laser Games   Quantum Quality Productions	usr806@gt.edu	Computer Game		macOS	
6000	Ani-Mayhem	Lightly Used	an out-of-print anime-based collectible card game first released in 1996   	usr806@gt.edu	Collectible Card Game	282		
6001	NBA In The Zone 2000	Lightly Used		usr806@gt.edu	Video Game		Nintendo	Game card
6002	WildStar	Moderately Used	Carbine Studios   NC Soft	usr806@gt.edu	Computer Game		Windows	
6003	Midway Studios - San Diego	Like New	Midway Home EntertainmentNA   	usr806@gt.edu	Video Game		Nintendo	Game card
6004	Monster Hunter Frontier G7	Heavily Used		usr806@gt.edu	Video Game		Xbox	Optical disc
6005	HumanKind 	Heavily Used	SALO   	usr806@gt.edu	Collectible Card Game	249		
6006	Hyper Olympics in NaganoJP	Heavily Used	KCEO   Konami	usr806@gt.edu	Video Game		Nintendo	Cartridge
6007	Magic: The Gathering � Duels of the Planeswalkers	Damaged/Missing parts	Card & Board   Stainless Games	usr806@gt.edu	Video Game		Xbox	Cartridge
6008	Mario Party 3	Like New	Hudson Soft   Nintendo	usr806@gt.edu	Video Game		Nintendo	Optical disc
6009	Mickey no Racing Challenge USAJP	Moderately Used	Rare   Nintendo	usr807@gt.edu	Video Game		Nintendo	Game card
6010	Battlefield Play4Free	Moderately Used	EA Digital Illusions CE, Easy Studios   Electronic Arts	usr807@gt.edu	Computer Game		Windows	
6011	Fantasy Adventures 	Lightly Used		usr807@gt.edu	Collectible Card Game	479		
6012	Pixel Piracy	Like New	Quadro Delta   Re-Logic	usr807@gt.edu	Computer Game		Linux	
6013	Successors	Unopened	Decision Games  1993	usr807@gt.edu	Board Game			
6014	Horus Heresy	Lightly Used	Sabertooth Games   	usr807@gt.edu	Collectible Card Game	245		
6015	Austin Powers Collectible Card Game	Like New	published by Decipher Inc.   	usr807@gt.edu	Collectible Card Game	405		
6016	Jetpack Joyride Deluxe	Moderately Used		usr807@gt.edu	Video Game		PlayStation	Optical disc
6017	Vandaria Wars Trading Card Game 	Moderately Used	GameQuarters   	usr807@gt.edu	Collectible Card Game	607		
6018	StarCraft II: Heart of the Swarm	Like New	Blizzard Entertainment	usr808@gt.edu	Computer Game		Windows	
6019	Papers, Please	Unopened	3909 LLC	usr808@gt.edu	Computer Game		Windows	
6020	I am Spartacus	Like New	XTR Corp  1992	usr808@gt.edu	Board Game			
6021	The Peloponnesian War	Damaged/Missing parts	Victory Games  1991	usr808@gt.edu	Board Game			
6022	GT InteractivePAL	Unopened	Action/Fighting   1998-06-23NA	usr808@gt.edu	Video Game		Nintendo	Cartridge
6023	Adventure Pinball: Forgotten Island	Heavily Used		usr809@gt.edu	Computer Game		Windows	
6024	Marble Blast Ultra	Damaged/Missing parts		usr809@gt.edu	Video Game		Xbox	Optical disc
6025	Polaris SnoCross	Like New	Vicarious Visions   Vatical Entertainment	usr809@gt.edu	Video Game		Nintendo	Game card
6026	Phalanx	Like New	Simulations Publications, Inc.  1971	usr809@gt.edu	Board Game			
6027	Kamen Rider Battride War	Moderately Used	Bandai Namco Games   March 23, 2013	usr809@gt.edu	Video Game		PlayStation	Optical disc
6028	Jikkyou Powerful Pro Yakyuu 2016	Damaged/Missing parts		usr810@gt.edu	Video Game		PlayStation	Game card
6029	"Yu-Gi-Oh! Trading Card Game	"	Damaged/Missing parts	Konami   	usr810@gt.edu	Collectible Card Game	468		
