proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id
5387,3003,usr727@gt.edu,usr401@gt.edu,2022-04-15,2022-04-28,accepted,proposer_emailusr727@gt.educounterparty_emailusr401@gt.eduproposer_item_no5387counterparty_item_no3003
5389,4194,usr728@gt.edu,usr566@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr728@gt.educounterparty_emailusr566@gt.eduproposer_item_no5389counterparty_item_no4194
5389,5441,usr728@gt.edu,usr734@gt.edu,2022-04-18,2022-05-05,rejected,proposer_emailusr728@gt.educounterparty_emailusr734@gt.eduproposer_item_no5389counterparty_item_no5441
5390,680,usr728@gt.edu,usr090@gt.edu,2022-05-04,2022-05-09,rejected,proposer_emailusr728@gt.educounterparty_emailusr090@gt.eduproposer_item_no5390counterparty_item_no680
5394,6005,usr729@gt.edu,usr806@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr729@gt.educounterparty_emailusr806@gt.eduproposer_item_no5394counterparty_item_no6005
5395,2723,usr729@gt.edu,usr367@gt.edu,2022-05-02,2022-05-05,accepted,proposer_emailusr729@gt.educounterparty_emailusr367@gt.eduproposer_item_no5395counterparty_item_no2723
5396,192,usr729@gt.edu,usr029@gt.edu,2022-04-27,2022-05-19,accepted,proposer_emailusr729@gt.educounterparty_emailusr029@gt.eduproposer_item_no5396counterparty_item_no192
5398,5433,usr729@gt.edu,usr733@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr729@gt.educounterparty_emailusr733@gt.eduproposer_item_no5398counterparty_item_no5433
5409,2378,usr730@gt.edu,usr320@gt.edu,2022-04-29,2022-05-10,accepted,proposer_emailusr730@gt.educounterparty_emailusr320@gt.eduproposer_item_no5409counterparty_item_no2378
5411,6824,usr731@gt.edu,usr922@gt.edu,2022-04-25,2022-06-01,accepted,proposer_emailusr731@gt.educounterparty_emailusr922@gt.eduproposer_item_no5411counterparty_item_no6824
5412,3928,usr731@gt.edu,usr529@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr731@gt.educounterparty_emailusr529@gt.eduproposer_item_no5412counterparty_item_no3928
5414,1515,usr731@gt.edu,usr203@gt.edu,2022-04-21,2022-06-01,accepted,proposer_emailusr731@gt.educounterparty_emailusr203@gt.eduproposer_item_no5414counterparty_item_no1515
5415,5109,usr731@gt.edu,usr688@gt.edu,2022-04-18,2022-05-03,accepted,proposer_emailusr731@gt.educounterparty_emailusr688@gt.eduproposer_item_no5415counterparty_item_no5109
5420,5503,usr732@gt.edu,usr741@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr732@gt.educounterparty_emailusr741@gt.eduproposer_item_no5420counterparty_item_no5503
5425,3203,usr732@gt.edu,usr429@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr732@gt.educounterparty_emailusr429@gt.eduproposer_item_no5425counterparty_item_no3203
5426,7373,usr732@gt.edu,usr994@gt.edu,2022-04-18,2022-04-27,rejected,proposer_emailusr732@gt.educounterparty_emailusr994@gt.eduproposer_item_no5426counterparty_item_no7373
5431,7058,usr733@gt.edu,usr950@gt.edu,2022-04-18,2022-04-19,rejected,proposer_emailusr733@gt.educounterparty_emailusr950@gt.eduproposer_item_no5431counterparty_item_no7058
5436,2044,usr733@gt.edu,usr273@gt.edu,2022-04-21,2022-06-14,accepted,proposer_emailusr733@gt.educounterparty_emailusr273@gt.eduproposer_item_no5436counterparty_item_no2044
5437,1253,usr733@gt.edu,usr169@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr733@gt.educounterparty_emailusr169@gt.eduproposer_item_no5437counterparty_item_no1253
5440,3433,usr734@gt.edu,usr464@gt.edu,2022-05-05,NULL,unaccepted,proposer_emailusr734@gt.educounterparty_emailusr464@gt.eduproposer_item_no5440counterparty_item_no3433
5442,5221,usr734@gt.edu,usr707@gt.edu,2022-04-21,2022-05-16,rejected,proposer_emailusr734@gt.educounterparty_emailusr707@gt.eduproposer_item_no5442counterparty_item_no5221
5444,341,usr735@gt.edu,usr049@gt.edu,2022-04-28,NULL,unaccepted,proposer_emailusr735@gt.educounterparty_emailusr049@gt.eduproposer_item_no5444counterparty_item_no341
5447,4384,usr735@gt.edu,usr594@gt.edu,2022-04-21,2022-04-28,rejected,proposer_emailusr735@gt.educounterparty_emailusr594@gt.eduproposer_item_no5447counterparty_item_no4384
5451,7041,usr735@gt.edu,usr948@gt.edu,2022-05-03,NULL,unaccepted,proposer_emailusr735@gt.educounterparty_emailusr948@gt.eduproposer_item_no5451counterparty_item_no7041
5456,973,usr736@gt.edu,usr131@gt.edu,2022-04-26,2022-05-23,accepted,proposer_emailusr736@gt.educounterparty_emailusr131@gt.eduproposer_item_no5456counterparty_item_no973
5457,3559,usr736@gt.edu,usr483@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr736@gt.educounterparty_emailusr483@gt.eduproposer_item_no5457counterparty_item_no3559
5459,5422,usr736@gt.edu,usr732@gt.edu,2022-04-15,2022-05-09,rejected,proposer_emailusr736@gt.educounterparty_emailusr732@gt.eduproposer_item_no5459counterparty_item_no5422
5467,30,usr737@gt.edu,usr006@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr737@gt.educounterparty_emailusr006@gt.eduproposer_item_no5467counterparty_item_no30
5470,4713,usr737@gt.edu,usr638@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr737@gt.educounterparty_emailusr638@gt.eduproposer_item_no5470counterparty_item_no4713
5471,3268,usr738@gt.edu,usr440@gt.edu,2022-04-19,2022-04-22,rejected,proposer_emailusr738@gt.educounterparty_emailusr440@gt.eduproposer_item_no5471counterparty_item_no3268
5478,97,usr738@gt.edu,usr014@gt.edu,2022-06-02,NULL,unaccepted,proposer_emailusr738@gt.educounterparty_emailusr014@gt.eduproposer_item_no5478counterparty_item_no97
5479,2219,usr738@gt.edu,usr299@gt.edu,2022-05-10,2022-06-08,accepted,proposer_emailusr738@gt.educounterparty_emailusr299@gt.eduproposer_item_no5479counterparty_item_no2219
5480,3738,usr738@gt.edu,usr507@gt.edu,2022-05-02,2022-05-25,rejected,proposer_emailusr738@gt.educounterparty_emailusr507@gt.eduproposer_item_no5480counterparty_item_no3738
5481,1028,usr739@gt.edu,usr139@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr739@gt.educounterparty_emailusr139@gt.eduproposer_item_no5481counterparty_item_no1028
5483,1855,usr739@gt.edu,usr247@gt.edu,2022-04-15,2022-05-06,accepted,proposer_emailusr739@gt.educounterparty_emailusr247@gt.eduproposer_item_no5483counterparty_item_no1855
5487,4407,usr739@gt.edu,usr597@gt.edu,2022-05-20,2022-06-03,rejected,proposer_emailusr739@gt.educounterparty_emailusr597@gt.eduproposer_item_no5487counterparty_item_no4407
5489,2589,usr739@gt.edu,usr351@gt.edu,2022-05-05,2022-05-12,accepted,proposer_emailusr739@gt.educounterparty_emailusr351@gt.eduproposer_item_no5489counterparty_item_no2589
5490,1337,usr740@gt.edu,usr181@gt.edu,2022-04-15,2022-05-02,accepted,proposer_emailusr740@gt.educounterparty_emailusr181@gt.eduproposer_item_no5490counterparty_item_no1337
5492,15,usr740@gt.edu,usr004@gt.edu,2022-04-27,2022-05-16,accepted,proposer_emailusr740@gt.educounterparty_emailusr004@gt.eduproposer_item_no5492counterparty_item_no15
5493,694,usr740@gt.edu,usr092@gt.edu,2022-04-19,2022-05-23,accepted,proposer_emailusr740@gt.educounterparty_emailusr092@gt.eduproposer_item_no5493counterparty_item_no694
5497,1506,usr740@gt.edu,usr202@gt.edu,2022-05-04,2022-06-09,accepted,proposer_emailusr740@gt.educounterparty_emailusr202@gt.eduproposer_item_no5497counterparty_item_no1506
5498,6103,usr740@gt.edu,usr819@gt.edu,2022-05-10,2022-05-23,accepted,proposer_emailusr740@gt.educounterparty_emailusr819@gt.eduproposer_item_no5498counterparty_item_no6103
5502,748,usr741@gt.edu,usr098@gt.edu,2022-04-20,2022-04-21,rejected,proposer_emailusr741@gt.educounterparty_emailusr098@gt.eduproposer_item_no5502counterparty_item_no748
5502,4319,usr741@gt.edu,usr584@gt.edu,2022-05-26,2022-06-07,rejected,proposer_emailusr741@gt.educounterparty_emailusr584@gt.eduproposer_item_no5502counterparty_item_no4319
5506,3394,usr741@gt.edu,usr457@gt.edu,2022-06-06,NULL,unaccepted,proposer_emailusr741@gt.educounterparty_emailusr457@gt.eduproposer_item_no5506counterparty_item_no3394
5507,518,usr741@gt.edu,usr070@gt.edu,2022-05-03,2022-06-08,accepted,proposer_emailusr741@gt.educounterparty_emailusr070@gt.eduproposer_item_no5507counterparty_item_no518
5509,5215,usr742@gt.edu,usr706@gt.edu,2022-04-21,2022-04-22,accepted,proposer_emailusr742@gt.educounterparty_emailusr706@gt.eduproposer_item_no5509counterparty_item_no5215
5511,438,usr742@gt.edu,usr059@gt.edu,2022-05-27,NULL,unaccepted,proposer_emailusr742@gt.educounterparty_emailusr059@gt.eduproposer_item_no5511counterparty_item_no438
5512,2662,usr742@gt.edu,usr360@gt.edu,2022-04-19,2022-05-06,rejected,proposer_emailusr742@gt.educounterparty_emailusr360@gt.eduproposer_item_no5512counterparty_item_no2662
5518,1274,usr743@gt.edu,usr173@gt.edu,2022-05-25,NULL,unaccepted,proposer_emailusr743@gt.educounterparty_emailusr173@gt.eduproposer_item_no5518counterparty_item_no1274
5518,4504,usr743@gt.edu,usr611@gt.edu,2022-05-13,2022-05-19,rejected,proposer_emailusr743@gt.educounterparty_emailusr611@gt.eduproposer_item_no5518counterparty_item_no4504
5519,3045,usr743@gt.edu,usr405@gt.edu,2022-05-10,2022-05-12,accepted,proposer_emailusr743@gt.educounterparty_emailusr405@gt.eduproposer_item_no5519counterparty_item_no3045
5520,5118,usr743@gt.edu,usr689@gt.edu,2022-04-26,2022-05-20,accepted,proposer_emailusr743@gt.educounterparty_emailusr689@gt.eduproposer_item_no5520counterparty_item_no5118
5522,4353,usr743@gt.edu,usr589@gt.edu,2022-04-19,2022-04-21,accepted,proposer_emailusr743@gt.educounterparty_emailusr589@gt.eduproposer_item_no5522counterparty_item_no4353
5524,1633,usr744@gt.edu,usr216@gt.edu,2022-04-25,2022-05-04,accepted,proposer_emailusr744@gt.educounterparty_emailusr216@gt.eduproposer_item_no5524counterparty_item_no1633
5525,1439,usr744@gt.edu,usr194@gt.edu,2022-05-10,2022-05-19,accepted,proposer_emailusr744@gt.educounterparty_emailusr194@gt.eduproposer_item_no5525counterparty_item_no1439
5525,3941,usr744@gt.edu,usr531@gt.edu,2022-04-18,2022-04-25,rejected,proposer_emailusr744@gt.educounterparty_emailusr531@gt.eduproposer_item_no5525counterparty_item_no3941
5527,4075,usr744@gt.edu,usr550@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr744@gt.educounterparty_emailusr550@gt.eduproposer_item_no5527counterparty_item_no4075
5528,5722,usr744@gt.edu,usr769@gt.edu,2022-04-21,2022-05-12,rejected,proposer_emailusr744@gt.educounterparty_emailusr769@gt.eduproposer_item_no5528counterparty_item_no5722
5531,6883,usr744@gt.edu,usr929@gt.edu,2022-04-15,2022-06-03,accepted,proposer_emailusr744@gt.educounterparty_emailusr929@gt.eduproposer_item_no5531counterparty_item_no6883
5535,2625,usr745@gt.edu,usr356@gt.edu,2022-05-19,NULL,unaccepted,proposer_emailusr745@gt.educounterparty_emailusr356@gt.eduproposer_item_no5535counterparty_item_no2625
5536,1333,usr745@gt.edu,usr181@gt.edu,2022-04-21,NULL,unaccepted,proposer_emailusr745@gt.educounterparty_emailusr181@gt.eduproposer_item_no5536counterparty_item_no1333
5538,985,usr745@gt.edu,usr133@gt.edu,2022-05-16,2022-05-17,rejected,proposer_emailusr745@gt.educounterparty_emailusr133@gt.eduproposer_item_no5538counterparty_item_no985
5539,6850,usr746@gt.edu,usr926@gt.edu,2022-04-21,NULL,unaccepted,proposer_emailusr746@gt.educounterparty_emailusr926@gt.eduproposer_item_no5539counterparty_item_no6850
5540,1274,usr746@gt.edu,usr173@gt.edu,2022-05-18,2022-05-24,rejected,proposer_emailusr746@gt.educounterparty_emailusr173@gt.eduproposer_item_no5540counterparty_item_no1274
5541,2016,usr746@gt.edu,usr271@gt.edu,2022-05-12,2022-06-03,accepted,proposer_emailusr746@gt.educounterparty_emailusr271@gt.eduproposer_item_no5541counterparty_item_no2016
5542,828,usr746@gt.edu,usr109@gt.edu,2022-06-01,2022-06-09,accepted,proposer_emailusr746@gt.educounterparty_emailusr109@gt.eduproposer_item_no5542counterparty_item_no828
5546,5370,usr746@gt.edu,usr725@gt.edu,2022-04-18,2022-05-04,rejected,proposer_emailusr746@gt.educounterparty_emailusr725@gt.eduproposer_item_no5546counterparty_item_no5370
5548,3260,usr747@gt.edu,usr439@gt.edu,2022-04-15,2022-04-18,accepted,proposer_emailusr747@gt.educounterparty_emailusr439@gt.eduproposer_item_no5548counterparty_item_no3260
5549,3726,usr747@gt.edu,usr506@gt.edu,2022-04-21,2022-04-29,accepted,proposer_emailusr747@gt.educounterparty_emailusr506@gt.eduproposer_item_no5549counterparty_item_no3726
5550,207,usr747@gt.edu,usr031@gt.edu,2022-05-26,2022-06-01,accepted,proposer_emailusr747@gt.educounterparty_emailusr031@gt.eduproposer_item_no5550counterparty_item_no207
5550,3400,usr747@gt.edu,usr459@gt.edu,2022-04-20,2022-05-02,rejected,proposer_emailusr747@gt.educounterparty_emailusr459@gt.eduproposer_item_no5550counterparty_item_no3400
5553,6995,usr748@gt.edu,usr944@gt.edu,2022-04-15,2022-06-14,accepted,proposer_emailusr748@gt.educounterparty_emailusr944@gt.eduproposer_item_no5553counterparty_item_no6995
5556,5034,usr748@gt.edu,usr679@gt.edu,2022-04-20,2022-05-19,accepted,proposer_emailusr748@gt.educounterparty_emailusr679@gt.eduproposer_item_no5556counterparty_item_no5034
5564,871,usr749@gt.edu,usr115@gt.edu,2022-05-26,2022-06-02,accepted,proposer_emailusr749@gt.educounterparty_emailusr115@gt.eduproposer_item_no5564counterparty_item_no871
5568,36,usr749@gt.edu,usr006@gt.edu,2022-04-20,2022-04-22,accepted,proposer_emailusr749@gt.educounterparty_emailusr006@gt.eduproposer_item_no5568counterparty_item_no36
5569,1241,usr749@gt.edu,usr166@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr749@gt.educounterparty_emailusr166@gt.eduproposer_item_no5569counterparty_item_no1241
5570,4371,usr750@gt.edu,usr592@gt.edu,2022-05-03,NULL,unaccepted,proposer_emailusr750@gt.educounterparty_emailusr592@gt.eduproposer_item_no5570counterparty_item_no4371
5571,6466,usr750@gt.edu,usr872@gt.edu,2022-04-18,2022-05-31,accepted,proposer_emailusr750@gt.educounterparty_emailusr872@gt.eduproposer_item_no5571counterparty_item_no6466
5573,5901,usr750@gt.edu,usr793@gt.edu,2022-04-26,2022-06-03,accepted,proposer_emailusr750@gt.educounterparty_emailusr793@gt.eduproposer_item_no5573counterparty_item_no5901
5579,7121,usr751@gt.edu,usr960@gt.edu,2022-04-19,2022-04-28,rejected,proposer_emailusr751@gt.educounterparty_emailusr960@gt.eduproposer_item_no5579counterparty_item_no7121
5579,7353,usr751@gt.edu,usr991@gt.edu,2022-05-19,2022-05-31,accepted,proposer_emailusr751@gt.educounterparty_emailusr991@gt.eduproposer_item_no5579counterparty_item_no7353
5583,262,usr751@gt.edu,usr038@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr751@gt.educounterparty_emailusr038@gt.eduproposer_item_no5583counterparty_item_no262
5584,5064,usr751@gt.edu,usr682@gt.edu,2022-04-22,2022-05-03,rejected,proposer_emailusr751@gt.educounterparty_emailusr682@gt.eduproposer_item_no5584counterparty_item_no5064
5585,2960,usr751@gt.edu,usr395@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr751@gt.educounterparty_emailusr395@gt.eduproposer_item_no5585counterparty_item_no2960
5587,3196,usr752@gt.edu,usr429@gt.edu,2022-04-26,2022-04-27,accepted,proposer_emailusr752@gt.educounterparty_emailusr429@gt.eduproposer_item_no5587counterparty_item_no3196
5588,1329,usr752@gt.edu,usr181@gt.edu,2022-04-15,2022-06-06,rejected,proposer_emailusr752@gt.educounterparty_emailusr181@gt.eduproposer_item_no5588counterparty_item_no1329
5589,3322,usr752@gt.edu,usr449@gt.edu,2022-04-20,2022-04-29,accepted,proposer_emailusr752@gt.educounterparty_emailusr449@gt.eduproposer_item_no5589counterparty_item_no3322
5590,7025,usr752@gt.edu,usr947@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr752@gt.educounterparty_emailusr947@gt.eduproposer_item_no5590counterparty_item_no7025
5592,5566,usr752@gt.edu,usr749@gt.edu,2022-04-19,2022-04-25,rejected,proposer_emailusr752@gt.educounterparty_emailusr749@gt.eduproposer_item_no5592counterparty_item_no5566
5592,5650,usr752@gt.edu,usr759@gt.edu,2022-05-18,2022-05-25,rejected,proposer_emailusr752@gt.educounterparty_emailusr759@gt.eduproposer_item_no5592counterparty_item_no5650
5594,95,usr753@gt.edu,usr014@gt.edu,2022-05-04,2022-06-03,rejected,proposer_emailusr753@gt.educounterparty_emailusr014@gt.eduproposer_item_no5594counterparty_item_no95
5599,2172,usr753@gt.edu,usr292@gt.edu,2022-04-27,2022-05-03,rejected,proposer_emailusr753@gt.educounterparty_emailusr292@gt.eduproposer_item_no5599counterparty_item_no2172
5600,3675,usr753@gt.edu,usr500@gt.edu,2022-04-19,2022-05-09,accepted,proposer_emailusr753@gt.educounterparty_emailusr500@gt.eduproposer_item_no5600counterparty_item_no3675
5603,2852,usr753@gt.edu,usr383@gt.edu,2022-04-22,2022-05-10,accepted,proposer_emailusr753@gt.educounterparty_emailusr383@gt.eduproposer_item_no5603counterparty_item_no2852
5605,5423,usr754@gt.edu,usr732@gt.edu,2022-04-20,2022-04-22,accepted,proposer_emailusr754@gt.educounterparty_emailusr732@gt.eduproposer_item_no5605counterparty_item_no5423
5608,2736,usr754@gt.edu,usr369@gt.edu,2022-04-15,2022-04-25,accepted,proposer_emailusr754@gt.educounterparty_emailusr369@gt.eduproposer_item_no5608counterparty_item_no2736
5611,2306,usr754@gt.edu,usr312@gt.edu,2022-05-04,2022-05-13,rejected,proposer_emailusr754@gt.educounterparty_emailusr312@gt.eduproposer_item_no5611counterparty_item_no2306
5612,3530,usr754@gt.edu,usr478@gt.edu,2022-04-21,2022-04-26,accepted,proposer_emailusr754@gt.educounterparty_emailusr478@gt.eduproposer_item_no5612counterparty_item_no3530
5613,188,usr755@gt.edu,usr028@gt.edu,2022-05-24,NULL,unaccepted,proposer_emailusr755@gt.educounterparty_emailusr028@gt.eduproposer_item_no5613counterparty_item_no188
5613,759,usr755@gt.edu,usr099@gt.edu,2022-05-05,2022-05-09,rejected,proposer_emailusr755@gt.educounterparty_emailusr099@gt.eduproposer_item_no5613counterparty_item_no759
5614,855,usr755@gt.edu,usr114@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr755@gt.educounterparty_emailusr114@gt.eduproposer_item_no5614counterparty_item_no855
5614,4681,usr755@gt.edu,usr634@gt.edu,2022-04-26,2022-06-03,rejected,proposer_emailusr755@gt.educounterparty_emailusr634@gt.eduproposer_item_no5614counterparty_item_no4681
5616,1605,usr755@gt.edu,usr213@gt.edu,2022-04-18,2022-04-22,accepted,proposer_emailusr755@gt.educounterparty_emailusr213@gt.eduproposer_item_no5616counterparty_item_no1605
5617,5691,usr756@gt.edu,usr765@gt.edu,2022-04-19,2022-04-25,accepted,proposer_emailusr756@gt.educounterparty_emailusr765@gt.eduproposer_item_no5617counterparty_item_no5691
5620,7245,usr756@gt.edu,usr977@gt.edu,2022-06-09,NULL,unaccepted,proposer_emailusr756@gt.educounterparty_emailusr977@gt.eduproposer_item_no5620counterparty_item_no7245
5624,1263,usr756@gt.edu,usr171@gt.edu,2022-04-15,2022-05-02,accepted,proposer_emailusr756@gt.educounterparty_emailusr171@gt.eduproposer_item_no5624counterparty_item_no1263
5625,1225,usr756@gt.edu,usr165@gt.edu,2022-05-24,NULL,unaccepted,proposer_emailusr756@gt.educounterparty_emailusr165@gt.eduproposer_item_no5625counterparty_item_no1225
5626,5895,usr756@gt.edu,usr792@gt.edu,2022-05-13,NULL,unaccepted,proposer_emailusr756@gt.educounterparty_emailusr792@gt.eduproposer_item_no5626counterparty_item_no5895
5627,1104,usr756@gt.edu,usr148@gt.edu,2022-06-10,NULL,unaccepted,proposer_emailusr756@gt.educounterparty_emailusr148@gt.eduproposer_item_no5627counterparty_item_no1104
5628,5532,usr756@gt.edu,usr745@gt.edu,2022-05-23,NULL,unaccepted,proposer_emailusr756@gt.educounterparty_emailusr745@gt.eduproposer_item_no5628counterparty_item_no5532
5629,6860,usr757@gt.edu,usr927@gt.edu,2022-04-15,2022-05-12,accepted,proposer_emailusr757@gt.educounterparty_emailusr927@gt.eduproposer_item_no5629counterparty_item_no6860
5630,5778,usr757@gt.edu,usr777@gt.edu,2022-06-07,NULL,unaccepted,proposer_emailusr757@gt.educounterparty_emailusr777@gt.eduproposer_item_no5630counterparty_item_no5778
5632,4861,usr757@gt.edu,usr656@gt.edu,2022-04-21,2022-05-13,accepted,proposer_emailusr757@gt.educounterparty_emailusr656@gt.eduproposer_item_no5632counterparty_item_no4861
5635,819,usr757@gt.edu,usr108@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr757@gt.educounterparty_emailusr108@gt.eduproposer_item_no5635counterparty_item_no819
