proposer_item_no,counterparty_item_no,proposer_email,counterparty_email,proposed_date,accept_reject_date,status,auto_trade_id,proposed_date1,accept_reject_date1
6078,1727,usr816@gt.edu,usr229@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr816@gt.educounterparty_emailusr229@gt.eduproposer_item_no6078counterparty_item_no1727,2022-04-19,NULL
6079,3175,usr816@gt.edu,usr425@gt.edu,2022-04-25,NULL,unaccepted,proposer_emailusr816@gt.educounterparty_emailusr425@gt.eduproposer_item_no6079counterparty_item_no3175,2022-04-25,NULL
6080,840,usr816@gt.edu,usr111@gt.edu,2022-05-10,2022-05-20,accepted,proposer_emailusr816@gt.educounterparty_emailusr111@gt.eduproposer_item_no6080counterparty_item_no840,2022-05-10,2022-05-20
6081,5276,usr817@gt.edu,usr713@gt.edu,2022-04-18,2022-04-19,accepted,proposer_emailusr817@gt.educounterparty_emailusr713@gt.eduproposer_item_no6081counterparty_item_no5276,2022-04-18,2022-04-19
6083,740,usr817@gt.edu,usr097@gt.edu,2022-04-21,2022-05-12,rejected,proposer_emailusr817@gt.educounterparty_emailusr097@gt.eduproposer_item_no6083counterparty_item_no740,2022-04-21,2022-05-12
6086,6779,usr818@gt.edu,usr916@gt.edu,2022-05-25,2022-05-26,accepted,proposer_emailusr818@gt.educounterparty_emailusr916@gt.eduproposer_item_no6086counterparty_item_no6779,2022-05-25,2022-05-26
6087,1205,usr818@gt.edu,usr162@gt.edu,2022-04-18,2022-06-14,rejected,proposer_emailusr818@gt.educounterparty_emailusr162@gt.eduproposer_item_no6087counterparty_item_no1205,2022-04-18,2022-06-14
6089,7088,usr818@gt.edu,usr954@gt.edu,2022-05-30,NULL,unaccepted,proposer_emailusr818@gt.educounterparty_emailusr954@gt.eduproposer_item_no6089counterparty_item_no7088,2022-05-30,NULL
6091,2423,usr818@gt.edu,usr327@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr818@gt.educounterparty_emailusr327@gt.eduproposer_item_no6091counterparty_item_no2423,2022-04-22,NULL
6093,5562,usr818@gt.edu,usr749@gt.edu,2022-04-21,2022-04-29,rejected,proposer_emailusr818@gt.educounterparty_emailusr749@gt.eduproposer_item_no6093counterparty_item_no5562,2022-04-21,2022-04-29
6094,7354,usr818@gt.edu,usr991@gt.edu,2022-04-20,2022-04-28,rejected,proposer_emailusr818@gt.educounterparty_emailusr991@gt.eduproposer_item_no6094counterparty_item_no7354,2022-04-20,2022-04-28
6096,4731,usr819@gt.edu,usr640@gt.edu,2022-04-15,NULL,unaccepted,proposer_emailusr819@gt.educounterparty_emailusr640@gt.eduproposer_item_no6096counterparty_item_no4731,2022-04-15,NULL
6097,2752,usr819@gt.edu,usr370@gt.edu,2022-06-08,NULL,unaccepted,proposer_emailusr819@gt.educounterparty_emailusr370@gt.eduproposer_item_no6097counterparty_item_no2752,2022-06-08,NULL
6106,1039,usr820@gt.edu,usr141@gt.edu,2022-04-18,2022-05-20,rejected,proposer_emailusr820@gt.educounterparty_emailusr141@gt.eduproposer_item_no6106counterparty_item_no1039,2022-04-18,2022-05-20
6107,4967,usr820@gt.edu,usr671@gt.edu,2022-05-02,2022-05-30,rejected,proposer_emailusr820@gt.educounterparty_emailusr671@gt.eduproposer_item_no6107counterparty_item_no4967,2022-05-02,2022-05-30
6108,5514,usr821@gt.edu,usr742@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr821@gt.educounterparty_emailusr742@gt.eduproposer_item_no6108counterparty_item_no5514,2022-06-03,NULL
6109,4700,usr821@gt.edu,usr636@gt.edu,2022-05-25,2022-05-30,accepted,proposer_emailusr821@gt.educounterparty_emailusr636@gt.eduproposer_item_no6109counterparty_item_no4700,2022-05-25,2022-05-30
6110,577,usr821@gt.edu,usr080@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr821@gt.educounterparty_emailusr080@gt.eduproposer_item_no6110counterparty_item_no577,2022-05-18,NULL
6110,4238,usr821@gt.edu,usr573@gt.edu,2022-04-18,2022-04-28,rejected,proposer_emailusr821@gt.educounterparty_emailusr573@gt.eduproposer_item_no6110counterparty_item_no4238,2022-04-18,2022-04-28
6111,6210,usr821@gt.edu,usr835@gt.edu,2022-04-15,2022-05-04,accepted,proposer_emailusr821@gt.educounterparty_emailusr835@gt.eduproposer_item_no6111counterparty_item_no6210,2022-04-15,2022-05-04
6112,1405,usr822@gt.edu,usr189@gt.edu,2022-04-19,2022-04-28,accepted,proposer_emailusr822@gt.educounterparty_emailusr189@gt.eduproposer_item_no6112counterparty_item_no1405,2022-04-19,2022-04-28
6114,5582,usr822@gt.edu,usr751@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr822@gt.educounterparty_emailusr751@gt.eduproposer_item_no6114counterparty_item_no5582,2022-06-13,NULL
6114,5861,usr822@gt.edu,usr787@gt.edu,2022-05-13,2022-05-19,rejected,proposer_emailusr822@gt.educounterparty_emailusr787@gt.eduproposer_item_no6114counterparty_item_no5861,2022-05-13,2022-05-19
6117,3451,usr822@gt.edu,usr467@gt.edu,2022-04-26,2022-06-06,rejected,proposer_emailusr822@gt.educounterparty_emailusr467@gt.eduproposer_item_no6117counterparty_item_no3451,2022-04-26,2022-06-06
6121,4750,usr823@gt.edu,usr643@gt.edu,2022-04-19,2022-06-06,accepted,proposer_emailusr823@gt.educounterparty_emailusr643@gt.eduproposer_item_no6121counterparty_item_no4750,2022-04-19,2022-06-06
6122,3952,usr823@gt.edu,usr532@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr823@gt.educounterparty_emailusr532@gt.eduproposer_item_no6122counterparty_item_no3952,2022-04-18,NULL
6124,1176,usr823@gt.edu,usr158@gt.edu,2022-05-13,2022-05-24,rejected,proposer_emailusr823@gt.educounterparty_emailusr158@gt.eduproposer_item_no6124counterparty_item_no1176,2022-05-13,2022-05-24
6125,2052,usr823@gt.edu,usr274@gt.edu,2022-05-04,NULL,unaccepted,proposer_emailusr823@gt.educounterparty_emailusr274@gt.eduproposer_item_no6125counterparty_item_no2052,2022-05-04,NULL
6132,4703,usr824@gt.edu,usr637@gt.edu,2022-04-15,2022-05-11,accepted,proposer_emailusr824@gt.educounterparty_emailusr637@gt.eduproposer_item_no6132counterparty_item_no4703,2022-04-15,2022-05-11
6134,7051,usr824@gt.edu,usr949@gt.edu,2022-04-27,NULL,unaccepted,proposer_emailusr824@gt.educounterparty_emailusr949@gt.eduproposer_item_no6134counterparty_item_no7051,2022-04-27,NULL
6135,7043,usr824@gt.edu,usr949@gt.edu,2022-04-20,2022-05-20,accepted,proposer_emailusr824@gt.educounterparty_emailusr949@gt.eduproposer_item_no6135counterparty_item_no7043,2022-04-20,2022-05-20
6136,208,usr824@gt.edu,usr031@gt.edu,2022-04-18,2022-05-12,accepted,proposer_emailusr824@gt.educounterparty_emailusr031@gt.eduproposer_item_no6136counterparty_item_no208,2022-04-18,2022-05-12
6137,1281,usr825@gt.edu,usr173@gt.edu,2022-04-25,2022-05-16,rejected,proposer_emailusr825@gt.educounterparty_emailusr173@gt.eduproposer_item_no6137counterparty_item_no1281,2022-04-25,2022-05-16
6138,2437,usr825@gt.edu,usr329@gt.edu,2022-04-20,2022-04-22,accepted,proposer_emailusr825@gt.educounterparty_emailusr329@gt.eduproposer_item_no6138counterparty_item_no2437,2022-04-20,2022-04-22
6139,423,usr825@gt.edu,usr057@gt.edu,2022-04-15,2022-06-14,rejected,proposer_emailusr825@gt.educounterparty_emailusr057@gt.eduproposer_item_no6139counterparty_item_no423,2022-04-15,2022-06-14
6143,7108,usr826@gt.edu,usr958@gt.edu,2022-05-10,2022-05-26,accepted,proposer_emailusr826@gt.educounterparty_emailusr958@gt.eduproposer_item_no6143counterparty_item_no7108,2022-05-10,2022-05-26
6144,6113,usr826@gt.edu,usr822@gt.edu,2022-05-12,2022-05-13,accepted,proposer_emailusr826@gt.educounterparty_emailusr822@gt.eduproposer_item_no6144counterparty_item_no6113,2022-05-12,2022-05-13
6147,834,usr826@gt.edu,usr110@gt.edu,2022-04-18,2022-04-26,rejected,proposer_emailusr826@gt.educounterparty_emailusr110@gt.eduproposer_item_no6147counterparty_item_no834,2022-04-18,2022-04-26
6147,1803,usr826@gt.edu,usr240@gt.edu,2022-05-19,NULL,unaccepted,proposer_emailusr826@gt.educounterparty_emailusr240@gt.eduproposer_item_no6147counterparty_item_no1803,2022-05-19,NULL
6148,6706,usr826@gt.edu,usr903@gt.edu,2022-05-20,NULL,unaccepted,proposer_emailusr826@gt.educounterparty_emailusr903@gt.eduproposer_item_no6148counterparty_item_no6706,2022-05-20,NULL
6149,3020,usr826@gt.edu,usr403@gt.edu,2022-04-25,2022-05-20,accepted,proposer_emailusr826@gt.educounterparty_emailusr403@gt.eduproposer_item_no6149counterparty_item_no3020,2022-04-25,2022-05-20
6153,724,usr827@gt.edu,usr095@gt.edu,2022-04-25,NULL,unaccepted,proposer_emailusr827@gt.educounterparty_emailusr095@gt.eduproposer_item_no6153counterparty_item_no724,2022-04-25,NULL
6153,5786,usr827@gt.edu,usr777@gt.edu,2022-04-18,2022-04-25,rejected,proposer_emailusr827@gt.educounterparty_emailusr777@gt.eduproposer_item_no6153counterparty_item_no5786,2022-04-18,2022-04-25
6154,155,usr827@gt.edu,usr023@gt.edu,2022-04-15,2022-05-09,accepted,proposer_emailusr827@gt.educounterparty_emailusr023@gt.eduproposer_item_no6154counterparty_item_no155,2022-04-15,2022-05-09
6159,4529,usr827@gt.edu,usr613@gt.edu,2022-04-19,2022-06-01,accepted,proposer_emailusr827@gt.educounterparty_emailusr613@gt.eduproposer_item_no6159counterparty_item_no4529,2022-04-19,2022-06-01
6160,2564,usr827@gt.edu,usr348@gt.edu,2022-04-21,2022-06-03,accepted,proposer_emailusr827@gt.educounterparty_emailusr348@gt.eduproposer_item_no6160counterparty_item_no2564,2022-04-21,2022-06-03
6162,3789,usr827@gt.edu,usr513@gt.edu,2022-04-27,2022-05-17,accepted,proposer_emailusr827@gt.educounterparty_emailusr513@gt.eduproposer_item_no6162counterparty_item_no3789,2022-04-27,2022-05-17
6164,5159,usr828@gt.edu,usr696@gt.edu,2022-04-26,2022-04-29,accepted,proposer_emailusr828@gt.educounterparty_emailusr696@gt.eduproposer_item_no6164counterparty_item_no5159,2022-04-26,2022-04-29
6166,6756,usr828@gt.edu,usr910@gt.edu,2022-05-24,2022-06-03,accepted,proposer_emailusr828@gt.educounterparty_emailusr910@gt.eduproposer_item_no6166counterparty_item_no6756,2022-05-24,2022-06-03
6167,6401,usr828@gt.edu,usr862@gt.edu,2022-05-04,2022-05-10,accepted,proposer_emailusr828@gt.educounterparty_emailusr862@gt.eduproposer_item_no6167counterparty_item_no6401,2022-05-04,2022-05-10
6168,7056,usr828@gt.edu,usr950@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr828@gt.educounterparty_emailusr950@gt.eduproposer_item_no6168counterparty_item_no7056,2022-04-18,2022-04-26
6170,542,usr828@gt.edu,usr075@gt.edu,2022-04-19,2022-04-20,rejected,proposer_emailusr828@gt.educounterparty_emailusr075@gt.eduproposer_item_no6170counterparty_item_no542,2022-04-19,2022-04-20
6171,1514,usr828@gt.edu,usr203@gt.edu,2022-04-15,2022-05-17,accepted,proposer_emailusr828@gt.educounterparty_emailusr203@gt.eduproposer_item_no6171counterparty_item_no1514,2022-04-15,2022-05-17
6174,5958,usr829@gt.edu,usr801@gt.edu,2022-04-19,2022-05-31,accepted,proposer_emailusr829@gt.educounterparty_emailusr801@gt.eduproposer_item_no6174counterparty_item_no5958,2022-04-19,2022-05-31
6175,1407,usr829@gt.edu,usr189@gt.edu,2022-04-25,2022-05-02,rejected,proposer_emailusr829@gt.educounterparty_emailusr189@gt.eduproposer_item_no6175counterparty_item_no1407,2022-04-25,2022-05-02
6176,2481,usr829@gt.edu,usr336@gt.edu,2022-05-03,2022-05-23,accepted,proposer_emailusr829@gt.educounterparty_emailusr336@gt.eduproposer_item_no6176counterparty_item_no2481,2022-05-03,2022-05-23
6178,5112,usr829@gt.edu,usr688@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr829@gt.educounterparty_emailusr688@gt.eduproposer_item_no6178counterparty_item_no5112,2022-06-13,NULL
6179,360,usr829@gt.edu,usr050@gt.edu,2022-05-18,2022-05-23,accepted,proposer_emailusr829@gt.educounterparty_emailusr050@gt.eduproposer_item_no6179counterparty_item_no360,2022-05-18,2022-05-23
6180,6582,usr829@gt.edu,usr887@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr829@gt.educounterparty_emailusr887@gt.eduproposer_item_no6180counterparty_item_no6582,2022-04-18,2022-04-26
6181,5131,usr829@gt.edu,usr692@gt.edu,2022-04-15,2022-05-18,rejected,proposer_emailusr829@gt.educounterparty_emailusr692@gt.eduproposer_item_no6181counterparty_item_no5131,2022-04-15,2022-05-18
6182,4277,usr830@gt.edu,usr578@gt.edu,2022-04-22,NULL,unaccepted,proposer_emailusr830@gt.educounterparty_emailusr578@gt.eduproposer_item_no6182counterparty_item_no4277,2022-04-22,NULL
6184,220,usr830@gt.edu,usr032@gt.edu,2022-05-20,2022-05-27,accepted,proposer_emailusr830@gt.educounterparty_emailusr032@gt.eduproposer_item_no6184counterparty_item_no220,2022-05-20,2022-05-27
6184,1289,usr830@gt.edu,usr175@gt.edu,2022-04-28,2022-05-06,rejected,proposer_emailusr830@gt.educounterparty_emailusr175@gt.eduproposer_item_no6184counterparty_item_no1289,2022-04-28,2022-05-06
6186,5745,usr830@gt.edu,usr772@gt.edu,2022-05-03,2022-05-19,accepted,proposer_emailusr830@gt.educounterparty_emailusr772@gt.eduproposer_item_no6186counterparty_item_no5745,2022-05-03,2022-05-19
6188,5107,usr831@gt.edu,usr688@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr831@gt.educounterparty_emailusr688@gt.eduproposer_item_no6188counterparty_item_no5107,2022-06-13,NULL
6188,5534,usr831@gt.edu,usr745@gt.edu,2022-04-15,2022-05-27,rejected,proposer_emailusr831@gt.educounterparty_emailusr745@gt.eduproposer_item_no6188counterparty_item_no5534,2022-04-15,2022-05-27
6189,1689,usr831@gt.edu,usr223@gt.edu,2022-04-22,2022-05-03,rejected,proposer_emailusr831@gt.educounterparty_emailusr223@gt.eduproposer_item_no6189counterparty_item_no1689,2022-04-22,2022-05-03
6193,573,usr832@gt.edu,usr079@gt.edu,2022-05-09,2022-05-25,accepted,proposer_emailusr832@gt.educounterparty_emailusr079@gt.eduproposer_item_no6193counterparty_item_no573,2022-05-09,2022-05-25
6193,5399,usr832@gt.edu,usr729@gt.edu,2022-04-25,2022-05-06,rejected,proposer_emailusr832@gt.educounterparty_emailusr729@gt.eduproposer_item_no6193counterparty_item_no5399,2022-04-25,2022-05-06
6194,4578,usr832@gt.edu,usr619@gt.edu,2022-05-26,NULL,unaccepted,proposer_emailusr832@gt.educounterparty_emailusr619@gt.eduproposer_item_no6194counterparty_item_no4578,2022-05-26,NULL
6194,5030,usr832@gt.edu,usr679@gt.edu,2022-04-19,2022-04-20,rejected,proposer_emailusr832@gt.educounterparty_emailusr679@gt.eduproposer_item_no6194counterparty_item_no5030,2022-04-19,2022-04-20
6195,5010,usr832@gt.edu,usr677@gt.edu,2022-05-02,NULL,unaccepted,proposer_emailusr832@gt.educounterparty_emailusr677@gt.eduproposer_item_no6195counterparty_item_no5010,2022-05-02,NULL
6197,4966,usr832@gt.edu,usr671@gt.edu,2022-04-18,2022-04-26,accepted,proposer_emailusr832@gt.educounterparty_emailusr671@gt.eduproposer_item_no6197counterparty_item_no4966,2022-04-18,2022-04-26
6199,4350,usr832@gt.edu,usr589@gt.edu,2022-05-30,2022-05-31,rejected,proposer_emailusr832@gt.educounterparty_emailusr589@gt.eduproposer_item_no6199counterparty_item_no4350,2022-05-30,2022-05-31
6199,7407,usr832@gt.edu,usr998@gt.edu,2022-06-13,NULL,unaccepted,proposer_emailusr832@gt.educounterparty_emailusr998@gt.eduproposer_item_no6199counterparty_item_no7407,2022-06-13,NULL
6201,283,usr832@gt.edu,usr041@gt.edu,2022-05-05,2022-05-20,accepted,proposer_emailusr832@gt.educounterparty_emailusr041@gt.eduproposer_item_no6201counterparty_item_no283,2022-05-05,2022-05-20
6202,3960,usr833@gt.edu,usr534@gt.edu,2022-04-18,2022-04-29,accepted,proposer_emailusr833@gt.educounterparty_emailusr534@gt.eduproposer_item_no6202counterparty_item_no3960,2022-04-18,2022-04-29
6203,4045,usr833@gt.edu,usr547@gt.edu,2022-05-19,2022-05-31,accepted,proposer_emailusr833@gt.educounterparty_emailusr547@gt.eduproposer_item_no6203counterparty_item_no4045,2022-05-19,2022-05-31
6204,3951,usr833@gt.edu,usr532@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr833@gt.educounterparty_emailusr532@gt.eduproposer_item_no6204counterparty_item_no3951,2022-05-09,NULL
6204,4359,usr833@gt.edu,usr589@gt.edu,2022-04-26,2022-05-06,rejected,proposer_emailusr833@gt.educounterparty_emailusr589@gt.eduproposer_item_no6204counterparty_item_no4359,2022-04-26,2022-05-06
6205,6838,usr834@gt.edu,usr924@gt.edu,2022-04-20,2022-04-22,accepted,proposer_emailusr834@gt.educounterparty_emailusr924@gt.eduproposer_item_no6205counterparty_item_no6838,2022-04-20,2022-04-22
6206,2483,usr834@gt.edu,usr336@gt.edu,2022-04-15,2022-05-09,accepted,proposer_emailusr834@gt.educounterparty_emailusr336@gt.eduproposer_item_no6206counterparty_item_no2483,2022-04-15,2022-05-09
6207,6473,usr834@gt.edu,usr873@gt.edu,2022-04-18,NULL,unaccepted,proposer_emailusr834@gt.educounterparty_emailusr873@gt.eduproposer_item_no6207counterparty_item_no6473,2022-04-18,NULL
6208,6957,usr834@gt.edu,usr939@gt.edu,2022-05-18,NULL,unaccepted,proposer_emailusr834@gt.educounterparty_emailusr939@gt.eduproposer_item_no6208counterparty_item_no6957,2022-05-18,NULL
6209,1072,usr835@gt.edu,usr145@gt.edu,2022-04-19,2022-06-02,accepted,proposer_emailusr835@gt.educounterparty_emailusr145@gt.eduproposer_item_no6209counterparty_item_no1072,2022-04-19,2022-06-02
6213,3126,usr835@gt.edu,usr417@gt.edu,2022-04-22,2022-04-28,accepted,proposer_emailusr835@gt.educounterparty_emailusr417@gt.eduproposer_item_no6213counterparty_item_no3126,2022-04-22,2022-04-28
6216,4497,usr835@gt.edu,usr609@gt.edu,2022-04-21,2022-05-05,accepted,proposer_emailusr835@gt.educounterparty_emailusr609@gt.eduproposer_item_no6216counterparty_item_no4497,2022-04-21,2022-05-05
6218,5425,usr835@gt.edu,usr732@gt.edu,2022-04-15,2022-04-28,rejected,proposer_emailusr835@gt.educounterparty_emailusr732@gt.eduproposer_item_no6218counterparty_item_no5425,2022-04-15,2022-04-28
6218,7096,usr835@gt.edu,usr955@gt.edu,2022-05-09,NULL,unaccepted,proposer_emailusr835@gt.educounterparty_emailusr955@gt.eduproposer_item_no6218counterparty_item_no7096,2022-05-09,NULL
6219,3654,usr835@gt.edu,usr497@gt.edu,2022-04-18,2022-05-24,accepted,proposer_emailusr835@gt.educounterparty_emailusr497@gt.eduproposer_item_no6219counterparty_item_no3654,2022-04-18,2022-05-24
6223,1470,usr836@gt.edu,usr197@gt.edu,2022-05-17,2022-06-09,rejected,proposer_emailusr836@gt.educounterparty_emailusr197@gt.eduproposer_item_no6223counterparty_item_no1470,2022-05-17,2022-06-09
6226,2076,usr836@gt.edu,usr278@gt.edu,2022-06-10,2022-06-14,accepted,proposer_emailusr836@gt.educounterparty_emailusr278@gt.eduproposer_item_no6226counterparty_item_no2076,2022-06-10,2022-06-14
6226,5920,usr836@gt.edu,usr796@gt.edu,2022-05-05,2022-05-12,rejected,proposer_emailusr836@gt.educounterparty_emailusr796@gt.eduproposer_item_no6226counterparty_item_no5920,2022-05-05,2022-05-12
6229,2750,usr836@gt.edu,usr370@gt.edu,2022-05-13,2022-06-13,accepted,proposer_emailusr836@gt.educounterparty_emailusr370@gt.eduproposer_item_no6229counterparty_item_no2750,2022-05-13,2022-06-13
6233,2698,usr837@gt.edu,usr364@gt.edu,2022-06-03,NULL,unaccepted,proposer_emailusr837@gt.educounterparty_emailusr364@gt.eduproposer_item_no6233counterparty_item_no2698,2022-06-03,NULL
6235,586,usr837@gt.edu,usr081@gt.edu,2022-05-05,NULL,unaccepted,proposer_emailusr837@gt.educounterparty_emailusr081@gt.eduproposer_item_no6235counterparty_item_no586,2022-05-05,NULL
6236,3880,usr837@gt.edu,usr524@gt.edu,2022-04-15,2022-04-20,accepted,proposer_emailusr837@gt.educounterparty_emailusr524@gt.eduproposer_item_no6236counterparty_item_no3880,2022-04-15,2022-04-20
6239,4327,usr838@gt.edu,usr585@gt.edu,2022-04-29,2022-05-06,accepted,proposer_emailusr838@gt.educounterparty_emailusr585@gt.eduproposer_item_no6239counterparty_item_no4327,2022-04-29,2022-05-06
6241,3044,usr838@gt.edu,usr405@gt.edu,2022-04-18,2022-04-29,rejected,proposer_emailusr838@gt.educounterparty_emailusr405@gt.eduproposer_item_no6241counterparty_item_no3044,2022-04-18,2022-04-29
6243,4084,usr838@gt.edu,usr552@gt.edu,2022-05-16,2022-06-03,accepted,proposer_emailusr838@gt.educounterparty_emailusr552@gt.eduproposer_item_no6243counterparty_item_no4084,2022-05-16,2022-06-03
6244,6567,usr839@gt.edu,usr885@gt.edu,2022-04-19,NULL,unaccepted,proposer_emailusr839@gt.educounterparty_emailusr885@gt.eduproposer_item_no6244counterparty_item_no6567,2022-04-19,NULL
6245,1096,usr839@gt.edu,usr147@gt.edu,2022-04-18,2022-04-29,rejected,proposer_emailusr839@gt.educounterparty_emailusr147@gt.eduproposer_item_no6245counterparty_item_no1096,2022-04-18,2022-04-29
6245,4711,usr839@gt.edu,usr638@gt.edu,2022-05-02,2022-05-12,accepted,proposer_emailusr839@gt.educounterparty_emailusr638@gt.eduproposer_item_no6245counterparty_item_no4711,2022-05-02,2022-05-12
6246,4746,usr839@gt.edu,usr642@gt.edu,2022-04-20,2022-05-31,accepted,proposer_emailusr839@gt.educounterparty_emailusr642@gt.eduproposer_item_no6246counterparty_item_no4746,2022-04-20,2022-05-31
6247,4945,usr840@gt.edu,usr667@gt.edu,2022-04-27,2022-05-16,accepted,proposer_emailusr840@gt.educounterparty_emailusr667@gt.eduproposer_item_no6247counterparty_item_no4945,2022-04-27,2022-05-16
6248,5793,usr840@gt.edu,usr778@gt.edu,2022-04-18,2022-05-12,accepted,proposer_emailusr840@gt.educounterparty_emailusr778@gt.eduproposer_item_no6248counterparty_item_no5793,2022-04-18,2022-05-12
